row_id,tenure_scaled,MonthlyCharges_scaled
0,-1.2774445836787656,-1.3213496211870024
1,0.35136996512244845,-1.3213496211870024
2,0.7992939660427822,-1.5207546382825785
3,-1.2774445836787656,0.37359302412539525
4,1.4100994218432374,-0.4572612137728389
5,1.4508197855632678,0.8388713973484064
6,-0.38159658183809786,0.40682719364132464
7,1.6137012404433893,0.2406563460616778
8,1.5322605130033284,1.3041497705714176
9,-1.2774445836787656,-1.5207546382825785
10,-1.2774445836787656,-1.4875204687666492
11,0.06632741908223598,0.6394663802528302
12,-0.1779947632379461,-0.4572612137728389
13,-0.5851984004382496,0.6727005497687596
14,-0.7073594915983407,-1.4875204687666492
15,-0.8702409464784621,1.0050422449280532
16,-0.8702409464784621,-0.3575587052250508
17,-1.2774445836787656,0.17418800702981907
18,0.18848851024232702,0.805637227832477
19,-0.4223169455581282,0.805637227832477
20,-1.2774445836787656,0.17418800702981907
21,-1.2774445836787656,-1.5207546382825785
22,0.5549717837226001,0.5065297021891128
23,0.758573602322752,1.4038522791192056
24,0.35136996512244845,1.3041497705714176
25,-1.1145631287986442,0.10771966799796033
26,0.5142514200025698,0.805637227832477
27,-0.13727439951791576,-0.15815368812947458
28,-0.7073594915983407,0.9053397363802651
29,1.6137012404433893,-0.025217010065757134
30,0.7178532386027215,1.3041497705714176
31,-0.21871512695797646,-1.45428629925072
32,1.6137012404433893,0.6727005497687596
33,0.758573602322752,0.17418800702981907
34,1.125056875803025,0.9718080754121239
35,-0.62591876415828,-1.5207546382825785
36,1.6137012404433893,-1.45428629925072
37,0.025607055362205634,1.3041497705714176
38,1.369379058123207,1.3373839400873468
39,1.4915401492832983,1.3041497705714176
40,-1.1145631287986442,0.17418800702981907
41,1.002895784642934,1.2044472620236295
42,-0.9924020376385531,0.37359302412539525
43,-0.748079855318371,-0.4572612137728389
44,-0.30015585439803716,1.0050422449280532
45,0.7992939660427822,-1.4875204687666492
46,-1.0331224013585834,0.37359302412539525
47,-0.7888002190384014,0.5065297021891128
48,-0.7073594915983407,0.8388713973484064
49,-0.4223169455581282,-0.32432453570912145
50,-0.5444780367182193,-1.4875204687666492
51,-0.38159658183809786,-1.1551787736073555
52,1.6137012404433893,1.6364914657307112
53,1.6137012404433893,1.1047447534758412
54,1.0843365120829946,1.071510583959912
55,1.5322605130033284,0.3403588546094659
56,1.5322605130033284,1.2044472620236295
57,-0.9516816739185228,1.270915601055488
58,-1.1960038562387048,-1.3213496211870024
59,-0.62591876415828,1.2376814315395588
60,-0.1779947632379461,0.17418800702981907
61,-0.9109613101984924,-0.3575587052250508
62,-0.8702409464784621,-1.45428629925072
63,1.6137012404433893,1.270915601055488
64,-0.9924020376385531,0.17418800702981907
65,1.4915401492832983,-1.4875204687666492
66,0.26992923768238775,-1.4875204687666492
67,1.4100994218432374,-0.4572612137728389
68,0.26992923768238775,-1.4875204687666492
69,0.880734693482843,0.0412513289661016
70,-1.2774445836787656,0.3071246850935365
71,1.6137012404433893,-0.15815368812947458
72,-0.9109613101984924,1.1379789229917707
